image_path,slice_type,bandwidth,latency,reliability
network_dataset/images/eMBB_465.png,eMBB,high,medium,medium
network_dataset/images/eMBB_466.png,eMBB,high,medium,medium
network_dataset/images/eMBB_467.png,eMBB,high,medium,medium
network_dataset/images/eMBB_468.png,eMBB,high,medium,medium
network_dataset/images/eMBB_469.png,eMBB,high,medium,medium
network_dataset/images/eMBB_470.png,eMBB,high,medium,medium
network_dataset/images/eMBB_471.png,eMBB,high,medium,medium
network_dataset/images/eMBB_472.png,eMBB,high,medium,medium
network_dataset/images/eMBB_473.png,eMBB,high,medium,medium
network_dataset/images/eMBB_474.png,eMBB,high,medium,medium
network_dataset/images/eMBB_475.png,eMBB,high,medium,medium
network_dataset/images/eMBB_476.png,eMBB,high,medium,medium
network_dataset/images/eMBB_477.png,eMBB,high,medium,medium
network_dataset/images/eMBB_478.png,eMBB,high,medium,medium
network_dataset/images/eMBB_479.png,eMBB,high,medium,medium
network_dataset/images/eMBB_480.png,eMBB,high,medium,medium
network_dataset/images/eMBB_481.png,eMBB,high,medium,medium
network_dataset/images/eMBB_482.png,eMBB,high,medium,medium
network_dataset/images/eMBB_483.png,eMBB,high,medium,medium
network_dataset/images/eMBB_484.png,eMBB,high,medium,medium
network_dataset/images/eMBB_485.png,eMBB,high,medium,medium
network_dataset/images/eMBB_486.png,eMBB,high,medium,medium
network_dataset/images/eMBB_487.png,eMBB,high,medium,medium
network_dataset/images/eMBB_488.png,eMBB,high,medium,medium
network_dataset/images/eMBB_489.png,eMBB,high,medium,medium
network_dataset/images/eMBB_490.png,eMBB,high,medium,medium
network_dataset/images/eMBB_491.png,eMBB,high,medium,medium
network_dataset/images/eMBB_492.png,eMBB,high,medium,medium
network_dataset/images/eMBB_493.png,eMBB,high,medium,medium
network_dataset/images/eMBB_494.png,eMBB,high,medium,medium
network_dataset/images/eMBB_495.png,eMBB,high,medium,medium
network_dataset/images/eMBB_496.png,eMBB,high,medium,medium
network_dataset/images/eMBB_497.png,eMBB,high,medium,medium
network_dataset/images/eMBB_498.png,eMBB,high,medium,medium
network_dataset/images/eMBB_499.png,eMBB,high,medium,medium
network_dataset/images/eMBB_500.png,eMBB,high,medium,medium
network_dataset/images/eMBB_501.png,eMBB,high,medium,medium
network_dataset/images/eMBB_502.png,eMBB,high,medium,medium
network_dataset/images/eMBB_503.png,eMBB,high,medium,medium
network_dataset/images/eMBB_504.png,eMBB,high,medium,medium
network_dataset/images/eMBB_505.png,eMBB,high,medium,medium
network_dataset/images/eMBB_506.png,eMBB,high,medium,medium
network_dataset/images/eMBB_507.png,eMBB,high,medium,medium
network_dataset/images/eMBB_508.png,eMBB,high,medium,medium
network_dataset/images/eMBB_509.png,eMBB,high,medium,medium
network_dataset/images/eMBB_510.png,eMBB,high,medium,medium
network_dataset/images/eMBB_511.png,eMBB,high,medium,medium
network_dataset/images/eMBB_512.png,eMBB,high,medium,medium
network_dataset/images/eMBB_513.png,eMBB,high,medium,medium
network_dataset/images/eMBB_514.png,eMBB,high,medium,medium
network_dataset/images/eMBB_515.png,eMBB,high,medium,medium
network_dataset/images/eMBB_516.png,eMBB,high,medium,medium
network_dataset/images/eMBB_517.png,eMBB,high,medium,medium
network_dataset/images/eMBB_518.png,eMBB,high,medium,medium
network_dataset/images/eMBB_519.png,eMBB,high,medium,medium
network_dataset/images/eMBB_520.png,eMBB,high,medium,medium
network_dataset/images/eMBB_521.png,eMBB,high,medium,medium
network_dataset/images/eMBB_522.png,eMBB,high,medium,medium
network_dataset/images/eMBB_523.png,eMBB,high,medium,medium
network_dataset/images/eMBB_524.png,eMBB,high,medium,medium
network_dataset/images/eMBB_525.png,eMBB,high,medium,medium
network_dataset/images/eMBB_526.png,eMBB,high,medium,medium
network_dataset/images/eMBB_527.png,eMBB,high,medium,medium
network_dataset/images/eMBB_528.png,eMBB,high,medium,medium
network_dataset/images/eMBB_529.png,eMBB,high,medium,medium
network_dataset/images/eMBB_530.png,eMBB,high,medium,medium
network_dataset/images/eMBB_531.png,eMBB,high,medium,medium
network_dataset/images/eMBB_532.png,eMBB,high,medium,medium
network_dataset/images/eMBB_533.png,eMBB,high,medium,medium
network_dataset/images/eMBB_534.png,eMBB,high,medium,medium
network_dataset/images/eMBB_535.png,eMBB,high,medium,medium
network_dataset/images/eMBB_536.png,eMBB,high,medium,medium
network_dataset/images/eMBB_537.png,eMBB,high,medium,medium
network_dataset/images/eMBB_538.png,eMBB,high,medium,medium
network_dataset/images/eMBB_539.png,eMBB,high,medium,medium
network_dataset/images/eMBB_540.png,eMBB,high,medium,medium
network_dataset/images/eMBB_541.png,eMBB,high,medium,medium
network_dataset/images/eMBB_542.png,eMBB,high,medium,medium
network_dataset/images/eMBB_543.png,eMBB,high,medium,medium
network_dataset/images/eMBB_544.png,eMBB,high,medium,medium
network_dataset/images/eMBB_545.png,eMBB,high,medium,medium
network_dataset/images/eMBB_546.png,eMBB,high,medium,medium
network_dataset/images/eMBB_547.png,eMBB,high,medium,medium
network_dataset/images/eMBB_548.png,eMBB,high,medium,medium
network_dataset/images/eMBB_549.png,eMBB,high,medium,medium
network_dataset/images/eMBB_550.png,eMBB,high,medium,medium
network_dataset/images/eMBB_551.png,eMBB,high,medium,medium
network_dataset/images/eMBB_552.png,eMBB,high,medium,medium
network_dataset/images/eMBB_553.png,eMBB,high,medium,medium
network_dataset/images/eMBB_554.png,eMBB,high,medium,medium
network_dataset/images/eMBB_555.png,eMBB,high,medium,medium
network_dataset/images/eMBB_556.png,eMBB,high,medium,medium
network_dataset/images/eMBB_557.png,eMBB,high,medium,medium
network_dataset/images/eMBB_558.png,eMBB,high,medium,medium
network_dataset/images/eMBB_559.png,eMBB,high,medium,medium
network_dataset/images/eMBB_560.png,eMBB,high,medium,medium
network_dataset/images/eMBB_561.png,eMBB,high,medium,medium
network_dataset/images/eMBB_562.png,eMBB,high,medium,medium
network_dataset/images/eMBB_563.png,eMBB,high,medium,medium
network_dataset/images/eMBB_564.png,eMBB,high,medium,medium
network_dataset/images/eMBB_565.png,eMBB,high,medium,medium
network_dataset/images/eMBB_566.png,eMBB,high,medium,medium
network_dataset/images/eMBB_567.png,eMBB,high,medium,medium
network_dataset/images/eMBB_568.png,eMBB,high,medium,medium
network_dataset/images/eMBB_569.png,eMBB,high,medium,medium
network_dataset/images/eMBB_570.png,eMBB,high,medium,medium
network_dataset/images/eMBB_571.png,eMBB,high,medium,medium
network_dataset/images/eMBB_572.png,eMBB,high,medium,medium
network_dataset/images/eMBB_573.png,eMBB,high,medium,medium
network_dataset/images/eMBB_574.png,eMBB,high,medium,medium
network_dataset/images/eMBB_575.png,eMBB,high,medium,medium
network_dataset/images/eMBB_576.png,eMBB,high,medium,medium
network_dataset/images/eMBB_577.png,eMBB,high,medium,medium
network_dataset/images/eMBB_578.png,eMBB,high,medium,medium
network_dataset/images/eMBB_579.png,eMBB,high,medium,medium
network_dataset/images/eMBB_580.png,eMBB,high,medium,medium
network_dataset/images/eMBB_581.png,eMBB,high,medium,medium
network_dataset/images/eMBB_582.png,eMBB,high,medium,medium
network_dataset/images/eMBB_583.png,eMBB,high,medium,medium
network_dataset/images/eMBB_584.png,eMBB,high,medium,medium
network_dataset/images/eMBB_585.png,eMBB,high,medium,medium
network_dataset/images/eMBB_586.png,eMBB,high,medium,medium
network_dataset/images/eMBB_587.png,eMBB,high,medium,medium
network_dataset/images/eMBB_588.png,eMBB,high,medium,medium
network_dataset/images/eMBB_589.png,eMBB,high,medium,medium
network_dataset/images/eMBB_590.png,eMBB,high,medium,medium
network_dataset/images/eMBB_591.png,eMBB,high,medium,medium
network_dataset/images/eMBB_592.png,eMBB,high,medium,medium
network_dataset/images/eMBB_593.png,eMBB,high,medium,medium
network_dataset/images/eMBB_594.png,eMBB,high,medium,medium
network_dataset/images/eMBB_595.png,eMBB,high,medium,medium
network_dataset/images/eMBB_596.png,eMBB,high,medium,medium
network_dataset/images/eMBB_597.png,eMBB,high,medium,medium
network_dataset/images/eMBB_598.png,eMBB,high,medium,medium
network_dataset/images/eMBB_599.png,eMBB,high,medium,medium
network_dataset/images/eMBB_600.png,eMBB,high,medium,medium
network_dataset/images/eMBB_601.png,eMBB,high,medium,medium
network_dataset/images/eMBB_602.png,eMBB,high,medium,medium
network_dataset/images/eMBB_603.png,eMBB,high,medium,medium
network_dataset/images/eMBB_604.png,eMBB,high,medium,medium
network_dataset/images/eMBB_605.png,eMBB,high,medium,medium
network_dataset/images/eMBB_606.png,eMBB,high,medium,medium
network_dataset/images/eMBB_607.png,eMBB,high,medium,medium
network_dataset/images/eMBB_608.png,eMBB,high,medium,medium
network_dataset/images/eMBB_609.png,eMBB,high,medium,medium
network_dataset/images/eMBB_610.png,eMBB,high,medium,medium
network_dataset/images/eMBB_611.png,eMBB,high,medium,medium
network_dataset/images/eMBB_612.png,eMBB,high,medium,medium
network_dataset/images/eMBB_613.png,eMBB,high,medium,medium
network_dataset/images/eMBB_614.png,eMBB,high,medium,medium
network_dataset/images/eMBB_615.png,eMBB,high,medium,medium
network_dataset/images/eMBB_616.png,eMBB,high,medium,medium
network_dataset/images/eMBB_617.png,eMBB,high,medium,medium
network_dataset/images/eMBB_618.png,eMBB,high,medium,medium
network_dataset/images/eMBB_619.png,eMBB,high,medium,medium
network_dataset/images/eMBB_620.png,eMBB,high,medium,medium
network_dataset/images/eMBB_621.png,eMBB,high,medium,medium
network_dataset/images/eMBB_622.png,eMBB,high,medium,medium
network_dataset/images/eMBB_623.png,eMBB,high,medium,medium
network_dataset/images/eMBB_624.png,eMBB,high,medium,medium
network_dataset/images/eMBB_625.png,eMBB,high,medium,medium
network_dataset/images/eMBB_626.png,eMBB,high,medium,medium
network_dataset/images/eMBB_627.png,eMBB,high,medium,medium
network_dataset/images/eMBB_628.png,eMBB,high,medium,medium
network_dataset/images/eMBB_629.png,eMBB,high,medium,medium
network_dataset/images/eMBB_630.png,eMBB,high,medium,medium
network_dataset/images/eMBB_631.png,eMBB,high,medium,medium
network_dataset/images/eMBB_632.png,eMBB,high,medium,medium
network_dataset/images/eMBB_633.png,eMBB,high,medium,medium
network_dataset/images/eMBB_634.png,eMBB,high,medium,medium
network_dataset/images/eMBB_635.png,eMBB,high,medium,medium
network_dataset/images/eMBB_636.png,eMBB,high,medium,medium
network_dataset/images/eMBB_637.png,eMBB,high,medium,medium
network_dataset/images/eMBB_638.png,eMBB,high,medium,medium
network_dataset/images/eMBB_639.png,eMBB,high,medium,medium
network_dataset/images/eMBB_640.png,eMBB,high,medium,medium
network_dataset/images/eMBB_641.png,eMBB,high,medium,medium
network_dataset/images/eMBB_642.png,eMBB,high,medium,medium
network_dataset/images/eMBB_643.png,eMBB,high,medium,medium
network_dataset/images/eMBB_644.png,eMBB,high,medium,medium
network_dataset/images/eMBB_645.png,eMBB,high,medium,medium
network_dataset/images/eMBB_646.png,eMBB,high,medium,medium
network_dataset/images/eMBB_647.png,eMBB,high,medium,medium
network_dataset/images/eMBB_648.png,eMBB,high,medium,medium
network_dataset/images/eMBB_649.png,eMBB,high,medium,medium
network_dataset/images/eMBB_650.png,eMBB,high,medium,medium
network_dataset/images/eMBB_651.png,eMBB,high,medium,medium
network_dataset/images/eMBB_652.png,eMBB,high,medium,medium
network_dataset/images/eMBB_653.png,eMBB,high,medium,medium
network_dataset/images/eMBB_654.png,eMBB,high,medium,medium
network_dataset/images/eMBB_655.png,eMBB,high,medium,medium
network_dataset/images/eMBB_656.png,eMBB,high,medium,medium
network_dataset/images/eMBB_657.png,eMBB,high,medium,medium
network_dataset/images/eMBB_658.png,eMBB,high,medium,medium
network_dataset/images/eMBB_659.png,eMBB,high,medium,medium
network_dataset/images/eMBB_660.png,eMBB,high,medium,medium
network_dataset/images/eMBB_661.png,eMBB,high,medium,medium
network_dataset/images/eMBB_662.png,eMBB,high,medium,medium
network_dataset/images/eMBB_663.png,eMBB,high,medium,medium
network_dataset/images/eMBB_664.png,eMBB,high,medium,medium
network_dataset/images/eMBB_665.png,eMBB,high,medium,medium
network_dataset/images/eMBB_666.png,eMBB,high,medium,medium
network_dataset/images/eMBB_667.png,eMBB,high,medium,medium
network_dataset/images/eMBB_668.png,eMBB,high,medium,medium
network_dataset/images/eMBB_669.png,eMBB,high,medium,medium
network_dataset/images/eMBB_670.png,eMBB,high,medium,medium
network_dataset/images/eMBB_671.png,eMBB,high,medium,medium
network_dataset/images/eMBB_672.png,eMBB,high,medium,medium
network_dataset/images/eMBB_673.png,eMBB,high,medium,medium
network_dataset/images/eMBB_674.png,eMBB,high,medium,medium
network_dataset/images/eMBB_675.png,eMBB,high,medium,medium
network_dataset/images/eMBB_676.png,eMBB,high,medium,medium
network_dataset/images/eMBB_677.png,eMBB,high,medium,medium
network_dataset/images/eMBB_678.png,eMBB,high,medium,medium
network_dataset/images/eMBB_679.png,eMBB,high,medium,medium
network_dataset/images/eMBB_680.png,eMBB,high,medium,medium
network_dataset/images/eMBB_681.png,eMBB,high,medium,medium
network_dataset/images/eMBB_682.png,eMBB,high,medium,medium
network_dataset/images/eMBB_683.png,eMBB,high,medium,medium
network_dataset/images/eMBB_684.png,eMBB,high,medium,medium
network_dataset/images/eMBB_685.png,eMBB,high,medium,medium
network_dataset/images/eMBB_686.png,eMBB,high,medium,medium
network_dataset/images/eMBB_687.png,eMBB,high,medium,medium
network_dataset/images/eMBB_688.png,eMBB,high,medium,medium
network_dataset/images/eMBB_689.png,eMBB,high,medium,medium
network_dataset/images/eMBB_690.png,eMBB,high,medium,medium
network_dataset/images/eMBB_691.png,eMBB,high,medium,medium
network_dataset/images/eMBB_692.png,eMBB,high,medium,medium
network_dataset/images/eMBB_693.png,eMBB,high,medium,medium
network_dataset/images/eMBB_694.png,eMBB,high,medium,medium
network_dataset/images/eMBB_695.png,eMBB,high,medium,medium
network_dataset/images/eMBB_696.png,eMBB,high,medium,medium
network_dataset/images/eMBB_697.png,eMBB,high,medium,medium
network_dataset/images/eMBB_698.png,eMBB,high,medium,medium
network_dataset/images/eMBB_699.png,eMBB,high,medium,medium
network_dataset/images/eMBB_700.png,eMBB,high,medium,medium
network_dataset/images/eMBB_701.png,eMBB,high,medium,medium
network_dataset/images/eMBB_702.png,eMBB,high,medium,medium
network_dataset/images/eMBB_703.png,eMBB,high,medium,medium
network_dataset/images/eMBB_704.png,eMBB,high,medium,medium
network_dataset/images/eMBB_705.png,eMBB,high,medium,medium
network_dataset/images/eMBB_706.png,eMBB,high,medium,medium
network_dataset/images/eMBB_707.png,eMBB,high,medium,medium
network_dataset/images/eMBB_708.png,eMBB,high,medium,medium
network_dataset/images/eMBB_709.png,eMBB,high,medium,medium
network_dataset/images/eMBB_710.png,eMBB,high,medium,medium
network_dataset/images/eMBB_711.png,eMBB,high,medium,medium
network_dataset/images/eMBB_712.png,eMBB,high,medium,medium
network_dataset/images/eMBB_713.png,eMBB,high,medium,medium
network_dataset/images/eMBB_714.png,eMBB,high,medium,medium
network_dataset/images/eMBB_715.png,eMBB,high,medium,medium
network_dataset/images/eMBB_716.png,eMBB,high,medium,medium
network_dataset/images/eMBB_717.png,eMBB,high,medium,medium
network_dataset/images/eMBB_718.png,eMBB,high,medium,medium
network_dataset/images/eMBB_719.png,eMBB,high,medium,medium
network_dataset/images/eMBB_720.png,eMBB,high,medium,medium
network_dataset/images/eMBB_721.png,eMBB,high,medium,medium
network_dataset/images/eMBB_722.png,eMBB,high,medium,medium
network_dataset/images/eMBB_723.png,eMBB,high,medium,medium
network_dataset/images/eMBB_724.png,eMBB,high,medium,medium
network_dataset/images/eMBB_725.png,eMBB,high,medium,medium
network_dataset/images/eMBB_726.png,eMBB,high,medium,medium
network_dataset/images/eMBB_727.png,eMBB,high,medium,medium
network_dataset/images/eMBB_728.png,eMBB,high,medium,medium
network_dataset/images/eMBB_729.png,eMBB,high,medium,medium
network_dataset/images/eMBB_730.png,eMBB,high,medium,medium
network_dataset/images/eMBB_731.png,eMBB,high,medium,medium
network_dataset/images/eMBB_732.png,eMBB,high,medium,medium
network_dataset/images/eMBB_733.png,eMBB,high,medium,medium
network_dataset/images/eMBB_734.png,eMBB,high,medium,medium
network_dataset/images/eMBB_735.png,eMBB,high,medium,medium
network_dataset/images/eMBB_736.png,eMBB,high,medium,medium
network_dataset/images/eMBB_737.png,eMBB,high,medium,medium
network_dataset/images/eMBB_738.png,eMBB,high,medium,medium
network_dataset/images/eMBB_739.png,eMBB,high,medium,medium
network_dataset/images/eMBB_740.png,eMBB,high,medium,medium
network_dataset/images/eMBB_741.png,eMBB,high,medium,medium
network_dataset/images/eMBB_742.png,eMBB,high,medium,medium
network_dataset/images/eMBB_743.png,eMBB,high,medium,medium
network_dataset/images/eMBB_744.png,eMBB,high,medium,medium
network_dataset/images/eMBB_745.png,eMBB,high,medium,medium
network_dataset/images/eMBB_746.png,eMBB,high,medium,medium
network_dataset/images/eMBB_747.png,eMBB,high,medium,medium
network_dataset/images/eMBB_748.png,eMBB,high,medium,medium
network_dataset/images/eMBB_749.png,eMBB,high,medium,medium
network_dataset/images/eMBB_750.png,eMBB,high,medium,medium
network_dataset/images/eMBB_751.png,eMBB,high,medium,medium
network_dataset/images/eMBB_752.png,eMBB,high,medium,medium
network_dataset/images/eMBB_753.png,eMBB,high,medium,medium
network_dataset/images/eMBB_754.png,eMBB,high,medium,medium
network_dataset/images/eMBB_755.png,eMBB,high,medium,medium
network_dataset/images/eMBB_756.png,eMBB,high,medium,medium
network_dataset/images/eMBB_757.png,eMBB,high,medium,medium
network_dataset/images/eMBB_758.png,eMBB,high,medium,medium
network_dataset/images/eMBB_759.png,eMBB,high,medium,medium
network_dataset/images/eMBB_760.png,eMBB,high,medium,medium
network_dataset/images/eMBB_761.png,eMBB,high,medium,medium
network_dataset/images/eMBB_762.png,eMBB,high,medium,medium
network_dataset/images/eMBB_763.png,eMBB,high,medium,medium
network_dataset/images/eMBB_764.png,eMBB,high,medium,medium
network_dataset/images/eMBB_765.png,eMBB,high,medium,medium
network_dataset/images/eMBB_766.png,eMBB,high,medium,medium
network_dataset/images/eMBB_767.png,eMBB,high,medium,medium
network_dataset/images/eMBB_768.png,eMBB,high,medium,medium
network_dataset/images/eMBB_769.png,eMBB,high,medium,medium
network_dataset/images/eMBB_770.png,eMBB,high,medium,medium
network_dataset/images/eMBB_771.png,eMBB,high,medium,medium
network_dataset/images/eMBB_772.png,eMBB,high,medium,medium
network_dataset/images/eMBB_773.png,eMBB,high,medium,medium
network_dataset/images/eMBB_774.png,eMBB,high,medium,medium
network_dataset/images/eMBB_775.png,eMBB,high,medium,medium
network_dataset/images/eMBB_776.png,eMBB,high,medium,medium
network_dataset/images/eMBB_777.png,eMBB,high,medium,medium
network_dataset/images/eMBB_778.png,eMBB,high,medium,medium
network_dataset/images/eMBB_779.png,eMBB,high,medium,medium
network_dataset/images/eMBB_780.png,eMBB,high,medium,medium
network_dataset/images/eMBB_781.png,eMBB,high,medium,medium
network_dataset/images/eMBB_782.png,eMBB,high,medium,medium
network_dataset/images/eMBB_783.png,eMBB,high,medium,medium
network_dataset/images/eMBB_784.png,eMBB,high,medium,medium
network_dataset/images/eMBB_785.png,eMBB,high,medium,medium
network_dataset/images/eMBB_786.png,eMBB,high,medium,medium
network_dataset/images/eMBB_787.png,eMBB,high,medium,medium
network_dataset/images/eMBB_788.png,eMBB,high,medium,medium
network_dataset/images/eMBB_789.png,eMBB,high,medium,medium
network_dataset/images/eMBB_790.png,eMBB,high,medium,medium
network_dataset/images/eMBB_791.png,eMBB,high,medium,medium
network_dataset/images/eMBB_792.png,eMBB,high,medium,medium
network_dataset/images/eMBB_793.png,eMBB,high,medium,medium
network_dataset/images/eMBB_794.png,eMBB,high,medium,medium
network_dataset/images/eMBB_795.png,eMBB,high,medium,medium
network_dataset/images/eMBB_796.png,eMBB,high,medium,medium
network_dataset/images/eMBB_797.png,eMBB,high,medium,medium
network_dataset/images/eMBB_798.png,eMBB,high,medium,medium
network_dataset/images/eMBB_799.png,eMBB,high,medium,medium
network_dataset/images/eMBB_800.png,eMBB,high,medium,medium
network_dataset/images/eMBB_801.png,eMBB,high,medium,medium
network_dataset/images/eMBB_802.png,eMBB,high,medium,medium
network_dataset/images/eMBB_803.png,eMBB,high,medium,medium
network_dataset/images/eMBB_804.png,eMBB,high,medium,medium
network_dataset/images/eMBB_805.png,eMBB,high,medium,medium
network_dataset/images/eMBB_806.png,eMBB,high,medium,medium
network_dataset/images/eMBB_807.png,eMBB,high,medium,medium
network_dataset/images/eMBB_808.png,eMBB,high,medium,medium
network_dataset/images/eMBB_809.png,eMBB,high,medium,medium
network_dataset/images/eMBB_810.png,eMBB,high,medium,medium
network_dataset/images/eMBB_811.png,eMBB,high,medium,medium
network_dataset/images/eMBB_812.png,eMBB,high,medium,medium
network_dataset/images/eMBB_813.png,eMBB,high,medium,medium
network_dataset/images/eMBB_814.png,eMBB,high,medium,medium
network_dataset/images/eMBB_815.png,eMBB,high,medium,medium
network_dataset/images/eMBB_816.png,eMBB,high,medium,medium
network_dataset/images/eMBB_817.png,eMBB,high,medium,medium
network_dataset/images/eMBB_818.png,eMBB,high,medium,medium
network_dataset/images/eMBB_819.png,eMBB,high,medium,medium
network_dataset/images/eMBB_820.png,eMBB,high,medium,medium
network_dataset/images/eMBB_821.png,eMBB,high,medium,medium
network_dataset/images/eMBB_822.png,eMBB,high,medium,medium
network_dataset/images/eMBB_823.png,eMBB,high,medium,medium
network_dataset/images/eMBB_824.png,eMBB,high,medium,medium
network_dataset/images/eMBB_825.png,eMBB,high,medium,medium
network_dataset/images/eMBB_826.png,eMBB,high,medium,medium
network_dataset/images/eMBB_827.png,eMBB,high,medium,medium
network_dataset/images/eMBB_828.png,eMBB,high,medium,medium
network_dataset/images/eMBB_829.png,eMBB,high,medium,medium
network_dataset/images/eMBB_830.png,eMBB,high,medium,medium
network_dataset/images/eMBB_831.png,eMBB,high,medium,medium
network_dataset/images/eMBB_832.png,eMBB,high,medium,medium
network_dataset/images/eMBB_833.png,eMBB,high,medium,medium
network_dataset/images/eMBB_834.png,eMBB,high,medium,medium
network_dataset/images/eMBB_835.png,eMBB,high,medium,medium
network_dataset/images/eMBB_836.png,eMBB,high,medium,medium
network_dataset/images/eMBB_837.png,eMBB,high,medium,medium
network_dataset/images/eMBB_838.png,eMBB,high,medium,medium
network_dataset/images/eMBB_839.png,eMBB,high,medium,medium
network_dataset/images/eMBB_840.png,eMBB,high,medium,medium
network_dataset/images/eMBB_841.png,eMBB,high,medium,medium
network_dataset/images/eMBB_842.png,eMBB,high,medium,medium
network_dataset/images/eMBB_843.png,eMBB,high,medium,medium
network_dataset/images/eMBB_844.png,eMBB,high,medium,medium
network_dataset/images/eMBB_845.png,eMBB,high,medium,medium
network_dataset/images/eMBB_846.png,eMBB,high,medium,medium
network_dataset/images/eMBB_847.png,eMBB,high,medium,medium
network_dataset/images/eMBB_848.png,eMBB,high,medium,medium
network_dataset/images/eMBB_849.png,eMBB,high,medium,medium
network_dataset/images/eMBB_850.png,eMBB,high,medium,medium
network_dataset/images/eMBB_851.png,eMBB,high,medium,medium
network_dataset/images/eMBB_852.png,eMBB,high,medium,medium
network_dataset/images/eMBB_853.png,eMBB,high,medium,medium
network_dataset/images/eMBB_854.png,eMBB,high,medium,medium
network_dataset/images/eMBB_855.png,eMBB,high,medium,medium
network_dataset/images/eMBB_856.png,eMBB,high,medium,medium
network_dataset/images/eMBB_857.png,eMBB,high,medium,medium
network_dataset/images/eMBB_858.png,eMBB,high,medium,medium
network_dataset/images/eMBB_859.png,eMBB,high,medium,medium
network_dataset/images/eMBB_860.png,eMBB,high,medium,medium
network_dataset/images/eMBB_861.png,eMBB,high,medium,medium
network_dataset/images/eMBB_862.png,eMBB,high,medium,medium
network_dataset/images/eMBB_863.png,eMBB,high,medium,medium
network_dataset/images/eMBB_864.png,eMBB,high,medium,medium
network_dataset/images/eMBB_865.png,eMBB,high,medium,medium
network_dataset/images/eMBB_866.png,eMBB,high,medium,medium
network_dataset/images/eMBB_867.png,eMBB,high,medium,medium
network_dataset/images/eMBB_868.png,eMBB,high,medium,medium
network_dataset/images/eMBB_869.png,eMBB,high,medium,medium
network_dataset/images/eMBB_870.png,eMBB,high,medium,medium
network_dataset/images/eMBB_871.png,eMBB,high,medium,medium
network_dataset/images/eMBB_872.png,eMBB,high,medium,medium
network_dataset/images/eMBB_873.png,eMBB,high,medium,medium
network_dataset/images/eMBB_874.png,eMBB,high,medium,medium
network_dataset/images/eMBB_875.png,eMBB,high,medium,medium
network_dataset/images/eMBB_876.png,eMBB,high,medium,medium
network_dataset/images/eMBB_877.png,eMBB,high,medium,medium
network_dataset/images/eMBB_878.png,eMBB,high,medium,medium
network_dataset/images/eMBB_879.png,eMBB,high,medium,medium
network_dataset/images/eMBB_880.png,eMBB,high,medium,medium
network_dataset/images/eMBB_881.png,eMBB,high,medium,medium
network_dataset/images/eMBB_882.png,eMBB,high,medium,medium
network_dataset/images/eMBB_883.png,eMBB,high,medium,medium
network_dataset/images/eMBB_884.png,eMBB,high,medium,medium
network_dataset/images/eMBB_885.png,eMBB,high,medium,medium
network_dataset/images/eMBB_886.png,eMBB,high,medium,medium
network_dataset/images/eMBB_887.png,eMBB,high,medium,medium
network_dataset/images/eMBB_888.png,eMBB,high,medium,medium
network_dataset/images/eMBB_889.png,eMBB,high,medium,medium
network_dataset/images/eMBB_890.png,eMBB,high,medium,medium
network_dataset/images/eMBB_891.png,eMBB,high,medium,medium
network_dataset/images/eMBB_892.png,eMBB,high,medium,medium
network_dataset/images/eMBB_893.png,eMBB,high,medium,medium
network_dataset/images/eMBB_894.png,eMBB,high,medium,medium
network_dataset/images/eMBB_895.png,eMBB,high,medium,medium
network_dataset/images/eMBB_896.png,eMBB,high,medium,medium
network_dataset/images/eMBB_897.png,eMBB,high,medium,medium
network_dataset/images/eMBB_898.png,eMBB,high,medium,medium
network_dataset/images/eMBB_899.png,eMBB,high,medium,medium
network_dataset/images/eMBB_900.png,eMBB,high,medium,medium
network_dataset/images/eMBB_901.png,eMBB,high,medium,medium
network_dataset/images/eMBB_902.png,eMBB,high,medium,medium
network_dataset/images/eMBB_903.png,eMBB,high,medium,medium
network_dataset/images/eMBB_904.png,eMBB,high,medium,medium
network_dataset/images/eMBB_905.png,eMBB,high,medium,medium
network_dataset/images/eMBB_906.png,eMBB,high,medium,medium
network_dataset/images/eMBB_907.png,eMBB,high,medium,medium
network_dataset/images/eMBB_908.png,eMBB,high,medium,medium
network_dataset/images/eMBB_909.png,eMBB,high,medium,medium
network_dataset/images/eMBB_910.png,eMBB,high,medium,medium
network_dataset/images/eMBB_911.png,eMBB,high,medium,medium
network_dataset/images/eMBB_912.png,eMBB,high,medium,medium
network_dataset/images/eMBB_913.png,eMBB,high,medium,medium
network_dataset/images/eMBB_914.png,eMBB,high,medium,medium
network_dataset/images/eMBB_915.png,eMBB,high,medium,medium
network_dataset/images/eMBB_916.png,eMBB,high,medium,medium
network_dataset/images/eMBB_917.png,eMBB,high,medium,medium
network_dataset/images/eMBB_918.png,eMBB,high,medium,medium
network_dataset/images/eMBB_919.png,eMBB,high,medium,medium
network_dataset/images/eMBB_920.png,eMBB,high,medium,medium
network_dataset/images/eMBB_921.png,eMBB,high,medium,medium
network_dataset/images/eMBB_922.png,eMBB,high,medium,medium
network_dataset/images/eMBB_923.png,eMBB,high,medium,medium
network_dataset/images/eMBB_924.png,eMBB,high,medium,medium
network_dataset/images/eMBB_925.png,eMBB,high,medium,medium
network_dataset/images/eMBB_926.png,eMBB,high,medium,medium
network_dataset/images/eMBB_927.png,eMBB,high,medium,medium
network_dataset/images/eMBB_928.png,eMBB,high,medium,medium
network_dataset/images/eMBB_929.png,eMBB,high,medium,medium
